Symbol,mean_rank
ANKRD20A4,6321.5
HLA-A,17881.5
SH3BP2,18130.5
HLA-DRB1,19423.0
HLA-B,15937.0
HLA-DRB1,20094.5
HLA-A,20046.5
HLA-A,13015.5
HLA-B,11501.5
HTR2B,9793.0
HLA-B,19673.5
SERPINF2,16955.0
ATG16L1,13142.0
ORM2,9904.5
AREL1,11879.5
ARF3,9861.0
ARHGEF11,16408.5
ARHGEF17,15057.0
ARID5B,16084.0
ARID1A,10968.0
CHIC1,4992.5
ARMH4,6836.0
CHID1,13670.0
ARL4A,12475.5
ARMT1,11046.0
CHN1,15275.0
ARMCX4,3788.5
ARMCX5,6856.5
ARMH3,5705.0
ARIH2OS,8381.0
CHEK1,19916.0
CHKB,17954.0
CHEK2,14606.5
CHKA,15837.0
CHMP1A,9605.5
CHMP1B,10819.5
CHMP2A,18132.0
CHMP2B,16806.0
CHMP4B,16598.5
ARL13B,11667.0
ARHGEF18,5055.0
ASL,16015.0
ARMC12,4824.0
ARMC5,7784.5
ARMC9,8576.0
CHIT1,11642.0
SPDYA,14133.5
SPC25,3971.0
SPDYE16,951.0
SPATA8,10546.5
,955.0
SPATC1,6218.5
BCAS2,8899.0
SPRR2D,8923.5
SPPL2B,15533.0
SPRR4,8364.5
SPOP,16912.0
SPSB3,11162.0
SPATA33,5572.5
SPO11,19144.5
TRAPPC8,8185.0
TRAPPC9,8841.0
SPX,10859.5
SRBD1,13005.0
TPPP2,6139.5
TPRG1L,11990.0
TPR,14324.5
SRXN1,11540.5
ST5,17370.0
ST7L,15175.5
STK32A,4154.5
STAT5A,19414.0
STAG3L2,958.0
STARD7,7762.5
STAB2,11452.5
ST20-AS1,962.0
STAM2,13859.0
STXBP5L,8720.0
STARD5,7390.5
STC2,16289.0
STEAP2,14178.5
STEAP3,10147.5
STAU1,14812.0
TREX1,9562.0
TREX2,10755.5
STEAP4,9063.0
STIP1,8780.0
LTF,10471.0
STMP1,3102.5
STN1,14565.0
TRIM15,5877.5
TRIM16,12643.0
STS,18561.5
TRIM17,11468.0
STX12,6613.5
STX16,6907.0
STX17,11093.5
STX18,13854.0
STX19,6800.0
STX10,13011.5
STX11,13926.0
STX5,8130.0
STX1B,13552.0
TRIM32,15583.5
TRIM33,9995.0
TRIM34,7017.5
TRIM36,12164.5
STX4,11682.0
STXBP2,13773.0
STXBP3,10279.5
TRIM41,11176.5
STXBP5,12982.0
TRIM44,15732.5
TRIM45,10666.5
STYK1,16565.5
STYX,4815.5
TRIM62,14141.0
TRIM63,15392.5
TRIM64,7763.5
TRIM69,7739.0
TRIM72,14843.0
TRIM73,4195.0
TRIM74,2292.5
TRIM75P,986.0
TRIM77,9512.0
TRIB1,10128.5
SUCLA2,14710.0
TRIL,7753.5
TRIM2,13502.0
TRIM6,12902.5
TRIM7,12700.5
TRIM8,11521.0
TRIM9,9544.0
TRMT1L,10259.5
TRMT2B,7376.5
SUGCT,14970.0
SUCO,19064.5
SI,14722.0
SUMO3,15205.0
SUMF2,11303.5
SPATA3,12730.5
SPTBN1,14164.5
TRAPPC4,13876.0
SSC4D,11140.0
SPANXN2,10592.0
SREBF1,15338.0
TPPP3,12166.5
TPPP,16067.5
SSBP3,8251.0
TPRA1,5946.5
SUMO1,15314.5
ERVW-1,14637.0
USP31,9973.0
USP33,13188.0
USP34,7211.5
USP38,13151.0
USP40,8772.5
USP41,12937.5
USP42,14438.0
USP43,11262.0
USP44,10558.5
USP45,12479.0
USP46,15222.5
USP47,8627.0
USP48,10897.0
USP49,8096.5
USP4,15677.0
USP50,10700.5
UBQLN1,16285.5
UGDH,15349.5
UGGT1,11226.5
UGP2,14381.5
WARS,18060.5
WARS2,17386.0
NAE1,5737.5
SZT2,5960.5
TMEM120B,6221.5
TCP11L1,9024.0
TMEM150A,11216.0
TMEM161A,7722.0
TMEM161B,10926.5
TMEM170A,11042.0
TMEM170B,11070.0
TMEM176A,13406.5
TMEM178A,10164.5
TMEM178B,11415.5
TMEM179B,8726.5
TMEM183A,12184.0
TMEM183B,1016.0
TMEM184A,13301.5
TMEM185A,12517.0
TMEM185B,3052.0
TMEM191A,1017.0
TMEM191B,9994.5
TMEM191C,8857.5
ULBP3,13831.0
RAET1L,3224.0
TMEM200A,6411.0
TMEM200B,12134.5
TMEM200C,9811.5
TSC22D1,15151.5
TSC22D2,10550.5
UMPS,11494.0
UNC13B,13553.0
UNC13C,12923.0
UNC45A,12806.5
UNC45B,14681.5
UNC5CL,11914.0
UNC93A,8147.5
UNC50,14735.5
TMEM255B,10955.0
GTF2E2,10909.5
TAS2R14,13912.5
TAS2R16,15757.0
TAS2R19,12365.0
TAS2R30,4456.0
TAS2R31,13015.5
UNG,12294.0
TAS2R42,8868.5
TAS2R60,8544.5
TM4SF19,3643.0
TP53TG3,6390.0
TAS2R5,4274.5
TAS2R3,12800.5
TAS2R9,10199.5
TBXA2R,14262.0
,1015.0
TACC1,13139.0
TC2N,3953.5
CD96,15595.5
UPK1A,14270.5
UPK3B,12193.5
UPK3BL1,8697.0
UPK3BL2,10018.0
TARDBP,18624.0
UPP1,16028.5
TAF10,13666.5
UPP2,14254.5
TAF1C,11159.0
TAF4,16016.5
SYCN,14332.0
SYBU,12139.0
SYNDIG1L,5332.5
SYNE3,13047.5
USP19,12020.0
USP51,8457.0
USP53,10959.5
UBQLN3,12243.5
UGT1A3,11288.0
UGT1A6,10120.5
UGT1A7,10957.5
UGT3A2,5619.0
UBE2NL,988.0
UEVLD,8927.0
SNCB,8983.0
SNCG,9685.5
UFD1,8275.5
UFL1,6220.0
UFM1,16550.0
AXL,17444.5
UHMK1,18270.5
TMEM106C,12054.5
TMEM126B,8190.5
TSGA10IP,4914.5
TMEM132A,12317.0
TMEM132B,9174.0
TMEM132C,9264.5
TCP11L2,8401.5
TCP11X1,991.0
TCP11X2,8855.5
TMEM132E,3643.0
TMEM120A,9563.5
TMEM150C,7237.5
TMEM176B,16004.5
TMEM179,8068.0
TMEM184B,5694.0
TMEM184C,3623.5
ULBP1,8192.5
ULBP2,10716.0
RAET1G,4787.0
ULK1,14665.0
ULK2,8312.0
ULK3,12309.5
ULK4,8884.5
UMAD1,2746.0
UMODL1-AS1,993.0
TMEM225B,994.0
TMEM229A,7603.5
TMEM229B,10377.0
TSC22D3,11070.5
TSC22D4,5462.0
UNC13A,10304.0
UNC13D,16357.5
UNC93B1,14825.0
TDO2,18127.5
UNCX,9618.0
TMEM255A,3365.0
UNC5C,16076.5
UNC5D,9131.5
GTF2A2,12794.5
UNC79,9289.5
UNC80,7574.0
GTF2E1,5847.0
SMURF2,15252.0
SMLR1,3058.0
PRRG2,9780.0
PRRG3,11121.0
SGMS1,7806.0
SNX10,7827.0
SNAP47,11389.0
SNURF,10549.5
TMEM25,12315.5
SNX18,5213.5
SNX6,11944.0
SOCS1,12479.0
TMEM43,10897.0
TMEM44,10430.5
SLCO6A1,11303.0
SORT1,14074.0
SOX10,15527.0
SOX30,11681.5
SOX13,11705.5
SOX15,7284.5
SOX6,13052.0
SOX7,13344.5
SOX8,14350.0
SOX21,13823.5
SP100,18904.5
SP6,17937.5
SPATS2,8413.0
SERPINA9,9412.5
SPAST,16972.0
SPATA2,10287.5
TNNI3K,12109.5
SPATA9,4797.0
SH3PXD2A,12467.0
TNKS2,16511.0
SPESP1,14996.5
TOPORS,12700.5
SPEM3,1003.0
SPRYD3,4250.5
SPRYD4,10797.0
SPATA48,1986.5
SPRED2,8185.5
STMN1,16469.0
MELTF,9505.5
TRHR,7679.5
TRGC1,907.0
STOX1,12328.0
TRHDE,12091.0
TUT1,13351.0
STRA6,12550.0
STRN,10697.0
STRAP,10113.5
TRIM14,13887.0
STRBP,11734.5
MID1,9425.0
TRIM22,9824.5
TRIM26,12512.5
STX1A,19589.0
TRIM29,16455.0
STX2,15328.5
STX3,11269.5
TRIM35,8408.5
STYXL1,10500.5
TRIM58,9169.0
TRIM61,3206.5
TRIM68,4913.0
TRIAP1,18063.5
SUCLG1,10786.5
TRIB2,14680.0
TRIB3,14448.5
SUCLG2,12424.5
MID2,18996.0
TRIM3,16837.5
TRIM5,9539.5
TRIML1,6875.5
TRIML2,5384.0
TRIO,11615.5
TRIP4,7841.5
TRIP6,8529.0
TRIP11,9639.0
TRIQK,3951.5
TRIR,9683.0
CARS2,12781.5
SYCE1,9671.5
SARS,11419.0
SARS2,12325.0
UBASH3A,10096.5
UBTD2,10274.0
UBXN11,7487.0
UBXN2A,10332.5
UBXN1,12695.0
UGT2A1,10282.5
UGT2B4,14067.0
UGT3A1,11912.5
UGT2B11,10754.0
UGT2B17,13371.0
UFC1,9324.0
VARS,8947.5
UGGT2,3305.5
UHRF1BP1L,5308.0
UHRF1,10088.0
YARS,10590.0
UHRF2,7585.0
YARS2,9277.5
FYTTD1,8755.0
UIMC1,7420.5
USP17L12,1307.5
TEDC1,1866.5
TEFM,5791.0
TEKT5,7521.0
TERB2,8226.0
TECR,10874.5
GTF3A,9220.0
TFPT,4717.0
TGM2,15412.5
TGM4,10078.5
TGM5,9553.0
THEM6,5769.5
THRB,10838.5
THAP6,7481.0
ACAT2,8769.0
XPNPEP1,15394.5
XPNPEP2,16227.0
TIGD1,6369.0
TIGD2,5907.5
TIGD3,7742.0
TRABD2B,6975.5
TIMM10,7346.0
TIMM21,9579.0
TRBJ1-1,902.0
TLL1,8718.0
TMEM154,10303.5
TMEM136,6976.0
TLE4,8234.0
TLN2,7625.5
TMPRSS11B,5766.5
TOM1L2,11883.5
TMEM127,7979.5
TRMT10C,5416.5
TMEM14EP,2674.5
TMEM130,3777.0
TMEM245,6124.5
TMEM247,4910.0
TMEM248,3435.0
TLR7,18190.5
TMEM205,7815.0
TMEM206,6263.0
TMEM207,8818.0
TMEM208,8663.5
TMEM209,5702.0
TMEM212,2072.0
TMEM39A,3753.5
TLX2,17055.0
TOMM40L,9155.5
TMEM41A,7435.0
TMEM41B,9600.5
TMEM45A,8873.5
TMEM45B,9421.0
TMEM50A,7804.5
TMEM52B,6697.0
TMCC1,6157.5
TMCC2,6878.0
TMCC3,7336.0
TMCO1,7557.5
TMCO2,5979.0
TMCO3,4036.0
TMCO4,9181.5
TMCO6,10695.5
TMEM71,9024.0
TMEM75,873.0
TMEM78,2748.0
TMX2,12309.0
TMX3,12572.5
TMOD2,11183.5
TMOD3,10703.5
TMOD4,13032.5
TMTC3,12500.0
TMTC4,7178.5
TMEM94,4011.5
TCF7,10085.5
TBX19,7268.5
TCAF2,4684.0
TEDC2,3710.0
TEDDM1,5126.5
TGM6,8704.0
SERPINA7,9869.0
THAP8,3144.0
THAP11,7482.5
ACAT1,10753.5
THNSL2,12045.0
F2,10805.5
TIE1,10122.5
THUMPD2,3810.0
TIGIT,15419.0
SPOCK3,10180.5
TIMP2,12745.5
TRAJ3,881.0
TLE6,10419.0
TLE7,883.0
TLDC2,6331.0
ZFP36L1,6820.0
TMEM155,1901.0
TMEM156,2693.5
TMEM202,8822.5
TMEM145,3630.0
CCT8L1P,909.0
TCAF1,10224.0
TCTEX1D1,8998.5
TCP11,15094.5
CCT2,11252.5
TCP10L,4033.0
CCT4,13527.0
CCT7,10231.0
TDRKH,8933.5
TEKT1,9135.0
TCEANC,5700.0
TERB1,4959.5
TESK2,10204.0
TGM7,5043.0
TGFBR3L,4404.0
TFDP1,12895.5
TFR2,13321.5
TGFB1,15012.5
RS1,10299.0
TIAL1,9168.0
TIFAB,6555.5
TIMP4,12286.5
TINF2,17783.5
TKTL2,8483.0
TKFC,10031.5
TLR10,12019.0
TANK,16277.0
TAPT1,12942.0
TUBA1C,10436.0
MAPT,16095.5
,6773.0
TUBA3D,14766.0
TUBA3E,8674.0
TBATA,11124.5
TUBB4B,11721.0
PPIP5K2,15125.5
TBL3,14145.0
TBC1D3D,5945.5
TBC1D3G,5552.0
TBC1D3K,9675.0
TBL1X,13464.5
TCF23,10289.0
TBX15,7755.5
TCTEX1D2,8987.5
TCTE3,10702.0
CCT3,15779.0
TCL1B,13133.5
TCERG1L,3275.5
TEAD3,6828.5
TNC,9500.5
TDH,934.0
TCEAL4,11369.5
PTGES3,14922.0
THAP2,10362.5
THOC5,10846.5
THSD7A,13397.0
THOC2,12469.5
THOC3,13073.0
THSD4,11357.5
THUMPD1,8732.5
TG,14416.0
TIAM2,14240.5
SPOCK2,10738.5
TICRR,12130.5
TBP,14021.0
TCOF1,17802.0
SUB1,14864.0
TEKT2,14619.5
TNR,12181.0
TENM2,11195.0
PRSS21,11216.0
TNXB,13116.5
TEP1,8763.5
TFEB,12671.0
TGFA,16634.0
TGOLN2,15341.5
TGFB1I1,13545.5
TGIF1,14332.0
THNSL1,10773.5
THEMIS2,11922.0
THOC6,14133.5
THOC7,11906.5
THUMPD3,3855.0
TIA1,10883.0
TIAF1,8486.0
TRIM28,12468.0
TIGD6,7260.5
RARRES1,10889.5
ARHGEF33,2802.5
ARL14,8708.0
CHIA,16851.0
ARHGEF10,10036.0
CGN,14660.0
CCNB1IP1,13788.5
CIP2A,15108.5
ASB14,3704.0
ASRGL1,11710.0
ASGR1,10854.5
ASIC4,8617.0
ASIC5,7481.0
CISD2,13710.5
C10orf88,4250.5
ASTN1,8874.5
ATP10A,13015.5
GRAMD1B,8104.5
ATP12A,18175.5
ASXL2,7971.5
CLCN2,9292.0
ATP2A2,17988.5
ATP8B4,11901.5
CLDN15,11673.0
CLDN17,11344.0
CLDN1,13397.5
ATXN7L2,7469.0
CLDN25,1320.5
ETNPPL,5224.0
ATP8A2,8923.5
CLDN4,13395.5
ATP8B2,5163.5
CLDN7,17751.5
CLDN9,13183.5
CLDND1,8587.0
CLDND2,10750.5
ATF5,14483.0
ATG10,13511.5
ATG2B,6881.0
CLIC5,14001.0
CLIP4,2121.0
ATG4A,11862.0
ATG4B,16549.5
CLLU1,10864.0
ATG4C,11405.5
ATG5,11343.0
CD300LD,8138.5
CD300LB,6915.0
CD300LG,9568.5
CLN5,11748.0
CLN6,13516.5
CLNK,9399.0
ATG101,6283.0
CLOCK,15673.5
ADAMTSL2,10698.0
ADAMTSL3,5135.0
ATL3,7747.5
ATMIN,10949.0
ATM,14153.5
ATN1,7905.5
FXYD2,7155.0
ATOH8,6809.0
ATOX1,9105.0
ATP5ME,3866.5
ATP5PF,18310.0
ATP5MG,4837.0
ATP5F1E,9191.0
ATP5S,4681.0
ATP7B,11027.5
ATP9A,5385.0
APRT,9420.5
AQP3,12665.5
APOC1,16112.5
AQP9,10684.0
CDKN2A,10988.5
ARID3C,4386.5
ARID4B,10739.0
ARL8A,6072.5
CLEC4F,5722.0
CD207,9829.5
CLEC6A,10333.5
ASTE1,5630.5
CLCA2,7175.5
CLTA,10747.0
GRAMD1C,4646.0
ASXL1,10024.0
ATP1B2,7191.0
CLCNKB,7805.0
ATP1A2,8960.0
ATP2A1,9338.5
CLCN3,12125.5
ATP5EP2,4798.0
ATP5PB,7320.5
CLCN6,10478.5
CLCN7,15624.0
ATP2B1,10614.5
ATP5MC2,5867.5
ATP2B4,10037.5
CLDN19,13764.0
ATP2C1,15854.0
CLDN22,2716.5
CLDN24,2654.0
ATP8A1,8693.0
CLDN3,16912.5
CLDN5,19221.0
CLDN6,7449.0
ATF3,13609.0
CLTCL1,12539.5
CLIP1,15375.5
CLIP2,15478.0
CLIP3,12369.5
ATG3,9618.5
CLK3,13326.0
CD300LF,10541.0
ATG4D,14351.0
CLMP,11285.0
ATG9B,919.0
ATG9A,12780.5
ATP5IF1,7421.0
CLPTM1L,7754.0
ADAMTSL5,3728.5
CLP1,6295.0
ATL1,9453.0
ATL2,6184.0
CLPB,14433.5
ATOH1,15168.0
ATP23,6519.5
ATP5PD,11252.0
ATP7A,15952.5
CLPX,12815.5
APPBP2,7734.5
APOC2,10524.5
ANAPC4,4658.0
APBB2,6806.0
APOE,12460.5
AQP12A,5612.5
ARF5,11825.5
ARHGEF19,11729.0
ARHGEF26,14306.0
ARL6,10377.5
ARHGEF5,10868.5
AKR7A3,6202.5
ARRDC3,13665.0
CIB1,16952.0
ARPIN,6461.0
ASF1A,14518.0
ASGR2,11307.5
ASIP,14430.5
ASH2L,9705.0
ASIC3,14468.5
ASNSD1,12540.5
ASPM,8443.0
LINC00614,924.0
C10orf55,1976.5
C11orf72,1025.0
C11orf74,9643.0
C11orf86,6655.0
C11orf87,6357.0
C11orf95,7210.0
C11orf96,2119.0
CAMK2N1,4166.0
CAMK2N2,14745.5
CDK5RAP1,8822.5
CDK5RAP2,13044.0
CKAP5,11213.5
CMTM2,7018.0
CMTM7,10486.5
CMTM8,12119.0
CKLF,8873.5
C12orf4,7499.0
LINC00615,1130.0
C12orf40,1770.5
C12orf42,9659.5
C12orf45,3245.5
C12orf54,5931.0
C12orf56,7745.5
C12orf65,9900.0
C12orf66,6005.0
C12orf74,4096.5
C12orf76,3683.0
LINC01619,10860.0
CLEC12A,13347.5
CLEC12B,7786.0
CLEC18C,9600.5
CLEC19A,12011.0
CLASP2,13452.0
CLASRP,17137.0
CHAT,14794.5
CLEC14A,10415.0
CLEC1A,9151.5
CLEC2D,13695.0
CLEC2L,9796.0
CLEC4D,12990.5
CLEC4E,17417.0
CLEC4G,14646.0
CLEC5A,15336.5
CLEC7A,16731.0
CLCA1,13412.0
WDR83OS,2297.0
ASTL,10947.0
CLTB,11732.5
GRAMD1A,5939.0
CLCC1,7325.5
CLCNKA,14947.5
ASXL3,8422.0
ATP1B3,12370.5
ATP8B3,2430.0
CLDN11,13892.5
CLDN12,6114.0
CLDN14,10557.5
ATP1A1-AS1,1122.0
ATXN7L1,6611.5
CLDN20,9276.0
ATAT1,12404.0
ATG13,15064.0
ATAD3B,5166.5
ATAD3C,8276.5
ATF4,18074.0
ATF6,15089.0
ATF7,10320.5
CLGN,10805.5
CLIC3,5933.5
CLIC4,13086.0
CLIC6,10218.0
CLK1,9980.0
CLK2,13577.0
CLK4,9973.0
CD300E,12932.0
CD300C,18628.0
CD300A,9461.5
CLMN,11385.5
ADAMTSL1,6401.0
ADAMTSL4,13814.0
ATOH7,8856.0
ANO7,5650.0
ANO8,6079.5
PRMT3,10647.5
APBA2,15814.0
APBA3,8282.0
APOA2,17483.5
APTX,12201.5
AQP6,10091.5
CHMP3,7184.5
CHPF2,10401.0
CHRAC1,9837.0
ASH1L,10803.0
ASIC1,12588.5
ASIC2,10210.5
SMPD1,14391.0
CIR1,9756.0
CIRBP,12571.0
CISD1,12476.0
ASNS,18815.5
CISH,16293.5
CS,12768.5
ASPHD1,4810.5
ASPHD2,8592.5
ACRV1,16421.5
ASPN,13527.0
CIZ1,11165.0
C10orf67,11448.0
C10orf82,5230.0
C10orf90,8118.0
C10orf105,5458.0
C10orf111,1405.0
C10orf120,11009.0
C10orf126,8097.5
C10orf142,1404.0
C10orf143,1168.0
C11orf24,9926.5
C11orf49,4916.5
C11orf65,9887.5
ASS1,11520.5
C11orf94,7774.0
C11orf98,4107.5
CKAP2,18787.0
CKAP4,9585.5
C12orf81,1175.0
CLEC16A,15798.0
CLEC17A,12524.5
CLEC20A,1176.0
CCL3L1,17313.5
CLEC1B,9166.5
CLEC3A,8112.5
CLEC4A,10023.5
CLEC4C,11349.5
CLEC4M,17057.5
CLEC9A,13935.0
CLCA3P,1177.0
CLCA4,10133.0
ASZ1,16046.5
ASTN2,6525.0
ATP10D,11596.0
ATP11A,10888.0
ASDURF,9914.0
ATP13A1,11374.5
ATP13A4,11716.5
ATP1B4,13507.0
ATP1A3,8919.0
ATP5MC1,9127.0
ATP1B1,11525.5
ATXN8OS,1179.0
ATP2B2,16221.5
CLDN16,11850.5
ATAD5,14624.5
ATP2C2,11478.5
CLDN2,18217.0
CLDN34,1287.5
ATF1,7782.0
ATCAY,10378.0
CLDN8,15024.5
ATAD2B,11542.5
ATAD3A,12003.0
ATG12,18268.0
ATE1,11188.0
ARFRP1,13198.0
ARHGEF12,12463.0
ARIH2,9743.5
ARID3A,15731.0
ARID4A,10165.0
ARL10,8441.0
CHPF,9973.0
CHST1,12431.5
CHST6,12613.0
CHST11,12945.5
RPS19BP1,11547.5
ACTR10,6534.5
ARPP19,10459.0
ACTR3,13971.5
C9orf57,5928.5
ARPC2,15247.5
ARRDC5,11572.0
ARRB1,13205.0
CIART,7763.5
ARRB2,19522.0
ARSB,16988.5
ARR3,11284.5
CIC,17636.5
ARSD,10282.5
ARSF,7835.0
ARSG,15373.5
ARSJ,11041.0
ARSK,9863.0
TRAF3IP2,8830.5
CILP2,7762.5
ASAH2B,3927.0
ASAH2,10167.5
ASB5,6011.5
ASB6,7314.0
ASB16-AS1,1180.0
ASCC1,6689.0
ASB11,7709.0
ASCL2,10590.0
ASCL5,8952.5
ASB15,10146.5
ASB16,11109.0
ASB17,5605.0
ASB18,9585.5
ASF1B,5665.0
C2orf49,7503.5
SMPDL3A,3809.0
SMPDL3B,5963.0
ASMTL,7526.5
ASMT,9587.5
ASNA1,11130.5
CISD3,8550.5
ASPSCR1,12836.5
ASPDH,11237.0
AGA,15786.5
PPP1R13B,8905.0
TP53BP2,10459.5
ASPH,12681.5
CITED1,13439.5
CITED2,9699.0
CITED4,4638.5
C10orf25,1146.0
LINC01553,1148.0
C10orf53,1718.0
C10orf62,1033.0
LINC01561,1150.0
C10orf91,1828.0
C10orf95,1152.0
C10orf113,1389.0
C11orf1,1500.5
C11orf16,7796.5
C11orf21,4240.5
LINC00167,1162.0
C11orf40,9906.0
C11orf42,6406.0
C11orf44,9087.0
C11orf45,11323.5
C11orf52,7499.0
C11orf53,5333.0
C11orf54,7872.5
C11orf68,2728.5
C11orf71,5812.5
C11orf88,8692.5
C11orf91,5647.0
C11orf97,1105.0
CDK5RAP3,15762.0
CMTM1,11115.0
CMTM3,5963.0
CMTM4,10302.0
CMTM5,12252.5
CMTM6,8396.0
C12orf29,5912.0
LINC00612,1047.0
LINC01559,1048.0
C12orf49,5823.0
C12orf50,2620.0
C12orf60,10003.5
LINC01465,1053.0
LINC00477,1055.0
C12orf71,2515.5
C12orf73,2849.5
C12orf77,1059.0
CLEC18A,11992.5
CLEC18B,5933.0
CLASP1,7683.0
CLBA1,10794.5
CLEC10A,17741.5
CLEC11A,13715.5
CLEC2A,9000.5
CLEC2B,8422.0
ARHGEF40,9619.5
CHMP4C,9474.0
CHRD,16480.0
CHSY1,8711.5
CHSY3,7319.0
CHST2,9798.0
CHST3,15868.5
CHST4,12806.5
CHST10,7848.5
CHST14,9923.5
CHTOP,11431.0
ARPP21,17531.5
LINC00032,1062.0
C9orf16,3720.0
ACTR2,13208.0
C9orf43,7558.5
ACTR5,7954.5
C9orf62,1530.0
ACTR6,11516.5
LINC00476,1030.0
C9orf131,7079.0
ACTR8,6216.0
C9orf152,3926.5
C9orf153,6349.5
CIAO2A,11467.0
CIAO2B,12577.5
ARRDC1,13603.0
CIAO1,7532.5
ARRDC4,12677.0
CIAO3,15756.0
SAG,18846.0
ARPC3,15026.5
ARPC4,14565.5
ARPC5,6274.0
ARSI,6811.5
ARTN,17190.0
CIDEB,15307.0
ARVCF,10621.5
ARX,8977.5
ASB3,3461.0
ASAP1,10702.0
ASB7,3242.0
ASB8,2582.0
ASAP3,5006.0
ASB12,2932.0
ASB13,2544.5
ANGPTL3,10093.0
AQP7P3,1042.0
ARG1,9892.0
ARL4C,5612.0
ARHGEF2,15980.5
ARL8B,11022.0
ARHGEF7,13771.0
CHST8,9637.0
CHST9,10200.0
CHST12,12278.0
CHST15,8206.0
CHURC1,11670.0
C9orf85,8846.5
C9orf92,9292.0
C9orf106,1064.0
C9orf116,7379.0
C9orf118,1065.0
C9orf129,5295.0
C9orf135,3902.0
C9orf139,6551.5
C9orf163,1943.0
C9orf170,1090.0
NDUFAF1,7130.5
ARRDC2,7078.5
ARSA,16867.5
CIB2,10245.5
CIB3,11478.5
CIB4,11000.0
ARSE,17144.5
ARSH,11799.0
CIDEA,12899.0
ARV1,15103.5
CIDEC,7914.0
AS3MT,15366.0
CILP,10183.5
NAT1,14759.5
NAT2,11431.0
ASAH1,13757.0
ASB4,13123.0
ASAP2,12626.5
ASB9,7486.0
ASB10,10891.5
ASCC2,8812.5
ASCC3,10747.0
ASCL1,13760.0
ASCL3,5480.5
ASCL4,8462.0
PYCARD,12040.0
CINP,10982.5
TRIP10,12918.5
ASB1,8078.5
CIPC,9568.0
ASB2,11639.0
APC2,13011.0
APLF,7585.0
AP3B1,11576.5
APAF1,11912.5
APOA4,17720.0
PMAIP1,12683.0
ARL6IP6,11902.0
ZBTB8OS,13836.0
GRK2,17574.0
ARC,15899.5
ARF6,17208.0
ARF4,10158.0
ARGFX,7267.0
ARHGEF10L,10213.5
ARHGEF38,5580.0
BCHE,16091.0
CHORDC1,9541.0
CARHSP1,4721.0
CHST5,10365.5
CHST7,5101.5
CHST13,5042.5
ACTR3B,7290.0
ACTR3C,3929.0
LINC00474,1091.0
ARRDC1-AS1,1092.0
C9orf40,4392.5
C9orf47,1362.0
C9orf50,5617.0
C9orf66,2311.0
C9orf72,14155.5
ARPC5L,7016.5
LINC00587,1097.0
SPOUT1,7856.5
ARPC1A,6670.5
ARHGEF35,10125.5
ARID3B,11597.0
ARL11,8423.5
ARL3,13653.5
ARMC2,6456.5
ARMS2,15339.5
CHN2,12354.0
ARMCX1,11905.5
ARMCX2,13338.5
ARMH1,7255.5
ARMH2,1101.0
ARNT2,10527.5
ARL4D,3805.5
NET1,4022.5
ARL16,2678.5
ARL17A,3677.0
ARMC6,2190.0
ARMCX6,3439.5
ARNT,13664.5
CHPT1,5743.0
,1086.0
GLI3,9793.0
GMEB2,3550.0
GMFB,9025.5
GMPPA,5250.0
GMIP,6718.0
GMPR2,3079.5
GNA14,4517.0
GNAI3,5732.5
GNAS,14925.0
GNAQ,13671.5
GNAT2,10736.5
GNL3L,7065.0
IMMP2L,9572.5
IMP4,5389.5
GNPAT,8763.5
GNPDA1,8623.5
GNPDA2,6022.5
GNPTAB,9483.0
GNPTG,5468.0
IMPAD1,4690.5
GNRHR2,1085.0
IMPACT,7636.5
GOLGA8F,6684.0
GOLGA8H,1407.0
GOLGA8IP,1068.0
GOLGA8J,6482.5
GOLGA8N,1603.0
GOLGA8R,1409.0
GOLGA8T,2632.0
GOLGA5,8886.0
IMUP,13041.0
INO80C,11665.0
GON7,5113.5
INAFM1,8525.0
INAFM2,1070.0
IFNAR2,14390.5
GORAB,8754.5
INCA1,10569.5
GPR139,10564.5
GPR142,10048.0
GPR146,5093.5
GPR173,12089.5
GPR174,4749.0
INHBA,10962.5
GPR152,9509.5
GPR179,3869.5
GPR155,6106.0
GPR156,2953.5
INHBB,6675.0
GPR158,7106.5
GPR160,6946.5
GPR161,12735.0
GPAA1,11418.5
INO80,7379.5
GPRC5C,11313.0
GPRC5D,14511.0
INPP4A,10683.5
GPC6,11138.5
GPBAR1,14582.0
INTS8,11569.5
GPR89A,12297.5
GPM6A,12597.0
INVS,12883.5
INSYN2B,9965.5
IPO5,11290.0
PPP1R2,13355.0
GRHPR,9577.5
GRHL1,7735.0
GRIA4,12877.5
GRID1,7240.5
GRID2,9720.0
GRM1,17852.5
IRF4,19313.0
ACOD1,12448.5
IL1RAPL1,12960.5
IL1RAPL2,7415.5
IRS1,17574.5
IRS2,14591.0
IRS4,9037.5
IRX1,11399.5
IRX2,10915.0
IRX3,11732.0
IRX4,5403.5
IRX5,6651.0
IRX6,8852.0
GSDMA,7753.0
DMC1,5576.5
DMAP1,6257.0
ECSCR,8230.0
ECSIT,7696.0
ECT2L,10472.5
ECT2,13109.0
AMT,12841.0
EDARADD,8286.0
EDAR,18178.0
EDA,14289.5
EDC3,14235.0
EDEM1,13450.0
EDN1,17555.0
EDNRA,18349.0
EDNRB,16171.0
EEF1A1,18527.5
GUCY1A2,14482.0
GUCY1B1,14004.0
EEF1A1P5,1076.0
